ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor,Url
10185563,AURELIA Women Navy Blue Striped Zari Detail Empire A-Line Kurta,AURELIA,Women,759,5,"Navy blue and silver striped empire A-line kurta with sequinned, pleated, tie-up and zari detail, has a round neck, short slit sleeves, and flared hem",Blue,AURELIA Women Navy Blue Striped Zari Detail Empire A-Line Kurta
10186029,AURELIA Women Grey & White Printed Flared Cropped Palazzos,AURELIA,Women,599,7,Grey and white knitted palazzos has slip on closure with cropped length, Red,AURELIA Women Grey & White Printed Flared Cropped Palazzos
10187235,WROGN Men Khaki Solid Jacket,WROGN,Men,1749,5,"Khaki solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester", Khaki,WROGN Men Khaki Solid Jacket
10187341,WROGN Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,WROGN,Men,1999,7,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,WROGN Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans
10178575,Soie Green Lace Non-Wired Non Padded full coverage Everyday Bra FB-705,Soie,Women,893,5,Green lace full-coverage Everyday braNon Padded and Non-Wired seamless lace cupsRegular straps and back closureEliminates side bulgesDouble layered wingsThe cups contain sandwiched soft brushed fabric for no show apex., Green,Soie Green Lace Non-Wired Non Padded full coverage Everyday Bra FB-705
10187655,WROGN Men Navy Blue & Grey Slim Fit Checked Casual Shirt,WROGN,Men,1999,6,"Navy Blue and Grey checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,WROGN Men Navy Blue & Grey Slim Fit Checked Casual Shirt
10188269,WROGN Men Navy Blue Solid Polo Collar T-shirt,WROGN,Men,1299,5,"Navy Blue solid T-shirt, has a polo collar, and short sleeves",Blue,WROGN Men Navy Blue Solid Polo Collar T-shirt
10188279,WROGN Men Navy Blue Solid Slim Fit Round Neck T-shirt,WROGN,Men,1299,5,"Navy Blue solid T-shirt, has a round neck, long sleeves, elbow and shoulder detail,1 pocket",Blue,WROGN Men Navy Blue Solid Slim Fit Round Neck T-shirt
10181659,YWC Men Grey & Black Striped Sweatshirt,YWC,Men,849,5,"Grey and black striped pullover sweatshirt, has round neck, long sleeves, straight hem", Black,YWC Men Grey & Black Striped Sweatshirt
10185629,AURELIA Women Brown & Yellow Printed Knitted Winter A-Line Kurta,AURELIA,Women,679,5,"Brown and Yellow printed knitted winter A-line kurta with tie-up detail, has a shirt collar, long sleeves, flared hem, concealed hook and eye closure and front slit", Yellow,AURELIA Women Brown & Yellow Printed Knitted Winter A-Line Kurta
10179277,Alina decor Grey Set of 2 Embellished Rectangle Cushion Covers,Alina decor,Unisex,615,5,Set content: 2 Cushion CoversColour: GreyShape: RectanglePattern: Self DesignOrnamentation: EmbellishedClosure: Zip, Grey,Alina decor Grey Set of 2 Embellished Rectangle Cushion Covers
10188417,WROGN Men Black Applique Detail Round Neck T-shirt,WROGN,Men,599,5,"Black printed T-shirt with applique detailing, has a round neck, and short sleeves", Black,WROGN Men Black Applique Detail Round Neck T-shirt
10186173,Lavie Women Blue Solid Three Fold Wallet,Lavie,Women,839,6,"Blue solid three fold wallet, has a button closure1 main compartment11 card holders, 1 ID card holder3 slip pocketsZip coin pocket",Blue,Lavie Women Blue Solid Three Fold Wallet
1017828,Campus Sutra Blue Jacket,Campus Sutra,Women,1999,6,"Blue single-breasted jacket, has a stand collar, a full button placket, long sleeves, two pockets, fleece inner lining",Blue,Campus Sutra Blue Jacket
10187933,WROGN Men Black Solid Sweatshirt,WROGN,Men,1999,6,"Black solid sweatshirt, has a mock collar, two pockets, long sleeves, zip closure, straight hem", Black,WROGN Men Black Solid Sweatshirt
10185383,AURELIA Women Black & Maroon Yoke Design A-Line Kurta,AURELIA,Women,1699,5,"Black and Maroon yoke design A-line kurta with panelled and tie-up detail, has a round neck, three-quarter sleeves, and flared hem", Black,AURELIA Women Black & Maroon Yoke Design A-Line Kurta
10180893,NBA Men Grey Melange Printed Round Neck T-shirt,NBA,Men,524,5,"Grey Melange printed T-shirt, has a round neck, and long sleeves", Grey,NBA Men Grey Melange Printed Round Neck T-shirt
10179287,Alina decor Black & White Set of 2 Self Design Rectangle Cushion Covers,Alina decor,Unisex,505,5,Set content: 2 Cushion CoversColour: Black and whiteShape: RectanglePattern: Self DesignOrnamentation: EmbroideredClosure: Zip, Black,Alina decor Black & White Set of 2 Self Design Rectangle Cushion Covers
10186375,Lavie Beige Solid Shoulder Bag,Lavie,Women,1879,6,"Beige solid shoulder bag, has a zip closure1 main compartment, 2 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap", Beige,Lavie Beige Solid Shoulder Bag
10176851,Ecko Unltd Men Olive Green Slim Fit Camouflage Printed Casual Shirt,Ecko Unltd,Men,699,5,"Olive green camouflage printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, 2 flap pockets", Green,Ecko Unltd Men Olive Green Slim Fit Camouflage Printed Casual Shirt
10180285,GIO COLLECTION Unisex Wayfarer Sunglasses GM3048C03,GIO COLLECTION,Unisex,1705,5,Lens colour: GreyLens feature: UV Protected LensFrame material: PolycarbonateFrame style: Full RimBest suited for: Round face shapeWarranty: 1 yearWarranty provided by brand/manufacturer,,GIO COLLECTION Unisex Wayfarer Sunglasses GM3048C03
10179075,Global Desi Women Brown Solid Sling Bag,Global Desi,Women,1199,6,"Brown solid sling bag, has a zip closure1 main compartment, 3 inner pockets, 1 external pocketTablet sleeve: NoHas a detachable sling strap", Brown,Global Desi Women Brown Solid Sling Bag
10186185,Lavie Women Gold-Toned Solid Sling Bag,Lavie,Women,3599,6,"Gold-Toned solid sling bag, has a button closure1 main compartment, 2 inner pocketsTablet sleeve: No1 external zip pocket1 non-detachable sling strap", Gold,Lavie Women Gold-Toned Solid Sling Bag
10185765,Dot & Key Collagen Restorative Time Reverse Retinol Serum 30ml,DOT & KEY,Women,1015,3,Collagen Restorative Time Reverse Retinol Serum,,Dot & Key Collagen Restorative Time Reverse Retinol Serum 30ml
10178863,GERUA Women Rust Orange & Golden Block Print Kurta with Trousers,GERUA,Women,1217,6,"Rust orange and golden Block print kurta with trousersRust orange and golden Block print straight calf length kurta, has a tie-up neck, three-quarters sleeves, straight hem, side slitsRust orange and golden Block print trousers, has partially elasticated waistband, slip-on closure, two pockets", Gold,GERUA Women Rust Orange & Golden Block Print Kurta with Trousers
10185167,AURELIA Women Beige Solid Straight Winter Kurta,AURELIA,Women,519,5,"Beige solid straight winter kurta, has a mandarin collar, long sleeves, straight hem, side slits, hook and eye closures", Beige,AURELIA Women Beige Solid Straight Winter Kurta
10184619,COVER STORY Women Pink Solid Sweater,COVER STORY,Women,895,5,"Pink solid sweater, has a round neck, three-quarter sleeves, cut out detail at the back, and ribbed hem", Pink,COVER STORY Women Pink Solid Sweater
10187459,WROGN Men Black Tapered Fit Mid-Rise Clean Look Stretchable Cropped Jeans,WROGN,Men,1679,7,"Black dark wash 5-pocket mid-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Red,WROGN Men Black Tapered Fit Mid-Rise Clean Look Stretchable Cropped Jeans
10181599,YWC Men Navy Blue Solid Henley Neck T-shirt,YWC,Men,599,5,"Navy Blue solid T-shirt, has a Henley neck, and short sleeves",Blue,YWC Men Navy Blue Solid Henley Neck T-shirt
10184213,Shoetopia Women Grey Colourblocked Ballerinas,Shoetopia,Women,499,5,"A pair of grey round-toe flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Grey,Shoetopia Women Grey Colourblocked Ballerinas
10185145,AURELIA Women Red & Black Printed Straight Kurta,AURELIA,Women,854,5,"Red and black printed straight kurta with sequinned detail, has a round neck, long sleeves, straight hem and side slits", Red,AURELIA Women Red & Black Printed Straight Kurta
10185945,Skechers Men Rectangle Sunglasses SE9030 53 91A,Skechers,Men,2400,5,Lens colour: GreyLens feature: UV Protected LensFrame material: PlasticFrame style: Full RimBest suited for: Oval face shapeComes in a Skechers coverWarranty: 1 yearWarranty provided by brand/manufacturer,,Skechers Men Rectangle Sunglasses SE9030 53 91A
10187531,WROGN Men Navy Blue & White Slim Fit Checked Casual Shirt,WROGN,Men,1319,6,"Navy blue and white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,WROGN Men Navy Blue & White Slim Fit Checked Casual Shirt
10185173,AURELIA Women Navy Blue Indigo Knitted Winter Kurta,AURELIA,Women,649,5,"Colour: navy blue andSolidBand collarLong sleeves, regular sleevesButton closuresA-line shape with panelled styleCalf length with flared hemKnitted regular acrylic ",Blue,AURELIA Women Navy Blue Indigo Knitted Winter Kurta
10186049,AURELIA Women Navy Blue & White Striped Cropped Palazzos,AURELIA,Women,999,5,"A pair of navy blue and white striped woven cropped palazzos, has partially elasticated waistband",Blue,AURELIA Women Navy Blue & White Striped Cropped Palazzos
10186053,AURELIA Women Black Shimmer Detail Straight Palazzos,AURELIA,Women,599,5,"A pair of black shimmer detail knitted straight fit palazzos, opaque, slip-on closure", Black,AURELIA Women Black Shimmer Detail Straight Palazzos
10186333,Lavie Brown Solid Shoulder Bag,Lavie,Women,2384,6,"Brown solid shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap", Brown,Lavie Brown Solid Shoulder Bag
10181211,20Dresses Women White Self-Striped A-Line Dress,20Dresses,Women,1396,5,"White self-striped woven A-line dress, has a V-neck, short sleeves, button closures, an attached lining, and straight hem, two pockets", White,20Dresses Women White Self-Striped A-Line Dress
10186551,Lavie Blue Solid Shoulder Bag,Lavie,Women,1799,5,"Blue solid shoulder bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap",Blue,Lavie Blue Solid Shoulder Bag
10186247,Lavie Red & Beige Colourblocked Shoulder Bag,Lavie,Women,4199,6,"Red and beige colourblocked shoulder bag, has a button closure1 main compartment, 2 inner pocketsTablet sleeve: NoComes with a detachable handle", Red,Lavie Red & Beige Colourblocked Shoulder Bag
10184303,Enamor Blue Wirefree Cami Shaper Multiway Padded Medium Coverage Bralette Bra F092,Enamor,Women,779,4,"Blue self design medium-coverage Everyday braLightly Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortFeatures:Clean outer appearance in clingy garmentsCan be worn as halter, racer back, front criss-cross or one shoulderWirefree",Blue,Enamor Blue Wirefree Cami Shaper Multiway Padded Medium Coverage Bralette Bra F092
10187455,WROGN Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,WROGN,Men,1539,7,"Blue dark wash 5-pocket mid-rise jeans, slash knee, light fade, has a button and zip closure, and waistband with belt loops",Blue,WROGN Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans
10188393,WROGN Men Black Solid Slim Fit Round Neck T-shirt,WROGN,Men,699,5,"Black solid T-shirt, has a round neck, and short sleeves", Black,WROGN Men Black Solid Slim Fit Round Neck T-shirt
10185549,AURELIA Women Blue & White Printed Asymmetric A-Line Kurta,AURELIA,Women,519,5,"Blue and White printed A-line kurta, has a round neck, three-quarter sleeves, and asymmetric hem",Blue,AURELIA Women Blue & White Printed Asymmetric A-Line Kurta
10185587,AURELIA Women Brown & Blue Printed A-Line Kurta,AURELIA,Women,594,5,"Brown, blue and golden printed A-line kurta with panelled detail, has a tie-up neck, three-quarter sleeves, flared hem, and front slit",Blue,AURELIA Women Brown & Blue Printed A-Line Kurta
10187735,WROGN Men Blue & Black Slim Fit Geometric Printed Casual Shirt,WROGN,Men,1999,6,"Grey and Black geometric printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,WROGN Men Blue & Black Slim Fit Geometric Printed Casual Shirt
10180909,NBA Men Blue Solid Straight Fit Track Pants,NBA,Men,649,5,"Blue straight fit track pants, has an elasticated waistband with a drawstring fastening, 3 pockets",Blue,NBA Men Blue Solid Straight Fit Track Pants
10185739,KLEIO Women Brown Solid Backpack,KLEIO,Women,979,5,"Brown backpackOne haul loop, two adjustable shoulder strapsOne main magnetic button compartmentsTwo zip pockets on the frontWarranty: 3 months against manufacturing defectsWarranty provided by Brand Owner / Manufacturer", Brown,KLEIO Women Brown Solid Backpack
10187339,WROGN Men Black Tapered Fit Mid-Rise Clean Look Stretchable Cropped Jeans,WROGN,Men,2599,7,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Red,WROGN Men Black Tapered Fit Mid-Rise Clean Look Stretchable Cropped Jeans
10186637,Lavie Maroon Solid Shoulder Bag,Lavie,Women,1879,6,"Maroon solid shoulder bag, has a zip closure1 main compartment, 2 external and 4 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap", Maroon,Lavie Maroon Solid Shoulder Bag
10185165,AURELIA Women Brown Woven Design Straight Kurta,AURELIA,Women,499,5,"Brown woven design straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits, one pocket, button closures", Brown,AURELIA Women Brown Woven Design Straight Kurta
10184935,Taavi Men Mustard Yellow Kalamkari Block Printed Straight Sustainable Kurta with Roll-Up Sleeves,Taavi,Men,1299,6,"Special Technique/Craft:Kalamkari is a type of hand-painted or block-printed cotton textile, wherein motifs are inspired by the folklore and are hand-painted using the tool of kalam directly onto the fabric. The process involves washing, rinsing, soaking and bleaching the fabric and applying mordants and dyes using natural substances like indigo (blue), madder (red), mango bark (yellow) and palm sugar (black). Painting on the fabric is done with a kalam, charcoal and myrobalan paste.Design:Region: Andhra Pradesh and Madhya PradeshMustard yellowStraight kurta with Kalamkari hand-block printMandarin collarLong sleeves with roll-up tabsButton closureCraft: Kalamkari Hand block printDisclaimer:This is a handcrafted kurta and is prone to colour bleeding due to the use of natural dyes The print on the garment might be uneven owing to the handcrafted nature of the product, adding essence to the garment.", Yellow,Taavi Men Mustard Yellow Kalamkari Block Printed Straight Sustainable Kurta with Roll-Up Sleeves
10182395,Style Quotient Women Olive Green Solid Peplum Top,Style Quotient,Women,589,5,"Olive green solid woven peplum top, has a V-neck, and short puff sleeves, button closures", Green,Style Quotient Women Olive Green Solid Peplum Top
10185373,AURELIA Women Maroon & Yellow Embroidered Straight Kurta,AURELIA,Women,559,5,"Maroon and yellow embroidered straight kurta, has a shirt collar, three-quarter sleeves, curved hem, and side slitsComes with a belt", Red,AURELIA Women Maroon & Yellow Embroidered Straight Kurta
10188645,WROGN Men Navy Blue Striped Round Neck T-shirt,WROGN,Men,1299,5,"Navy Blue striped T-shirt, has a round neck, long sleeves, and 1 pockets",Blue,WROGN Men Navy Blue Striped Round Neck T-shirt
10179061,Global Desi Red Self Design Sling Bag,Global Desi,Women,1439,8,"Red self design sling bag, has a button closure1 main compartment, 2 inner pocketsTablet sleeve: No1 non-detachable sling strapWarranty: 6 monthsWarranty provided by Brand/Manufacturer", Red,Global Desi Red Self Design Sling Bag
10186059,AURELIA Women Black Solid Flared Palazzos,AURELIA,Women,1299,6,"A pair of Black solid knitted flared fit Palazzos, has a partially elasticated waistband, opaque, and slip-on closure", Red,AURELIA Women Black Solid Flared Palazzos
10178069,Duke Men Navy Blue Slim Fit Mid-Rise Clean Look Jeans,Duke,Men,1592,5,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Duke Men Navy Blue Slim Fit Mid-Rise Clean Look Jeans
10181395,Shoetopia Women Tan Brown Solid Sandals,Shoetopia,Women,649,5,"A pair of tan brown open toe sandals, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a comfort heel", Brown,Shoetopia Women Tan Brown Solid Sandals
10187347,WROGN Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,WROGN,Men,1539,7,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,WROGN Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans
10185457,AURELIA Women Navy Blue & Pink Printed Straight Kurta,AURELIA,Women,899,5,"Navy Blue and Pink printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits",Blue,AURELIA Women Navy Blue & Pink Printed Straight Kurta
10185483,AURELIA Women Grey & Red Printed Straight Winter Kurta,AURELIA,Women,1499,5,"Grey and red printed straight winter kurta, has a round neck, long sleeves, straight hem, side slits", Red,AURELIA Women Grey & Red Printed Straight Winter Kurta
10185589,AURELIA Women Red & Silver Printed Straight Kurta,AURELIA,Women,599,5,"Red and silver printed straight kurta with sequins detail, has a mandarin collar with button and hook and bar closure, three-quarter sleeves, straight hem, and side slits", Red,AURELIA Women Red & Silver Printed Straight Kurta
1018641,Ruosh Casual Men Brown Leather Boots,Ruosh,Men,1046,5,"A pair of brown boots with central lace-upsBreathable, flexible and supple genuine leather upperFull cushion insole built-in for enhanced comfortAnti-skid TPU sole that adapts to irregular surfaces and provides extra gripExtra-light sole which is feather light and flexible for all day comfortHas a unique texture, look and finishItalian designWarranty: 3 months against manufacturing defects if footwear is unwornWarranty provided by Brand Owner / Manufacturer", Brown,Ruosh Casual Men Brown Leather Boots
10182347,Style Quotient Women Navy Blue & Beige Printed Top,Style Quotient,Women,593,5,"Navy blue and beige printed woven regular top, has a round neck, three-quarter sleeves, and button closure",Blue,Style Quotient Women Navy Blue & Beige Printed Top
10181875,Puma Women Mauve Solid Backpack,Puma,Women,1399,7,Mauve solid backpackPadded haul loop1 main compartment with buckle closurePadded backPadded shoulder strap: PaddedWater-resistance: No,,Puma Women Mauve Solid Backpack
10179335,Alina decor Peach-Coloured Set of 2 Self Design Rectangle Cushion Covers,Alina decor,Unisex,527,5,Set content: 2 Cushion Covers Colour: Peach-Coloured Shape: Rectangle Pattern: Self Design Closure: Zip, Red,Alina decor Peach-Coloured Set of 2 Self Design Rectangle Cushion Covers
10182251,Blisscovered Gold-Toned & Black Circular Tasselled Pendant With Chain,Blisscovered,Women,349,3,"Gold-Toned & black circular tasselled pendant with chain, has artificial stone, secured with a lobster closure", Red,Blisscovered Gold-Toned & Black Circular Tasselled Pendant With Chain
10188475,WROGN Men Charcoal Grey Printed Slim Fit Round Neck T-shirt,WROGN,Men,699,5,"Charcoal grey printed T-shirt, has a round neck, and short sleeves", Grey,WROGN Men Charcoal Grey Printed Slim Fit Round Neck T-shirt
10185919,AURELIA Women Fuchsia Solid Churidar Length Leggings,AURELIA,Women,499,5,"Fuchsia solid knitted churidar length leggings, has an elasticated waistband",,AURELIA Women Fuchsia Solid Churidar Length Leggings
10187311,WROGN Men Blue Tapered Fit Mid-Rise Clean Look Stretchable Jeans,WROGN,Men,1559,7,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue,WROGN Men Blue Tapered Fit Mid-Rise Clean Look Stretchable Jeans
10185223,AURELIA Women Pink & Mauve Printed Layered Kurta,AURELIA,Women,759,5,"Pink and mauve printed layered kurta, has a round neck, three-quarter sleeves, and flared hem", Red,AURELIA Women Pink & Mauve Printed Layered Kurta
10178975,Global Desi Navy Blue Textured Shoulder Bag,Global Desi,Women,1559,8,"Navy Blue textured shoulder bag, has a button closure1 main compartment, 2 inner pocketsTablet sleeve: NoTwo Handles",Blue,Global Desi Navy Blue Textured Shoulder Bag
10184313,Just Wow Black Women Casual Jumpsuit,Just Wow,Women,1299,5,"Black solid basic jumpsuit, has a V-neck, short sleeves", Black,Just Wow Black Women Casual Jumpsuit
10176847,Ecko Unltd Men Rust Orange & Navy Blue Slim Fit Checked Casual Shirt,Ecko Unltd,Men,699,5,"Rust orange and navy blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, 1 patch pocket",Blue,Ecko Unltd Men Rust Orange & Navy Blue Slim Fit Checked Casual Shirt
10182259,Kraft Cellar Women Black Solid Open Toe Flats,Kraft Cellar,Women,799,5,"A pair of black, green, and yellow open-toed flats, has regular styling, backstrap detailSynthetic patent upperCushioned footbedTextured and patterned outsole", Black,Kraft Cellar Women Black Solid Open Toe Flats
10186219,Lavie Women Green & Silver-Toned Colorblocked Zip Around Wallet,Lavie,Women,2399,7,"Green & silver-toned colorblocked zip around wallet, has a zip1 main compartment11 card holders, 4 slip pockets", Green,Lavie Women Green & Silver-Toned Colorblocked Zip Around Wallet
10185567,AURELIA Women Burgundy & Navy Printed Cropped Regular Trousers,AURELIA,Women,399,5,"Burgundy and navy printed mid-rise cropped trousers, slip-on closure, 2 pockets", Burgundy,AURELIA Women Burgundy & Navy Printed Cropped Regular Trousers
10188411,WROGN Men Maroon Printed Slim Fit Round Neck T-shirt,WROGN,Men,659,5,"Maroon printed T-shirt, has a round neck, and long sleeves", Maroon,WROGN Men Maroon Printed Slim Fit Round Neck T-shirt
10185559,AURELIA Women Aubergine & Pink Knitted Printed Layered Winter Kurta,AURELIA,Women,879,5,"Aurbergine and Pink knitted printed layered straight winter kurta with gotta patti detail, has a round neck, long sleeves, straight hem, and side slits", Red,AURELIA Women Aubergine & Pink Knitted Printed Layered Winter Kurta
10177947,Aarika Girls Red & Black Colourblocked Fit and Flare Dress,Aarika,Girls,397,3,"Red and Black colourblocked knitted fit and flare dress, has a V-neck, sleeveless, concealed zip closure, gathered and pleated details, and flared hem", Red,Aarika Girls Red & Black Colourblocked Fit and Flare Dress
10180901,NBA Men Black & Grey Colourblocked Round Neck Chicago Bulls T-shirt,NBA,Men,649,5,"Black and grey colourblocked T-shirt, has a round neck, and long sleeves", Black,NBA Men Black & Grey Colourblocked Round Neck Chicago Bulls T-shirt
10179837,Kraft Cellar Women Orange Solid Synthetic Suede Open Toe Flats,Kraft Cellar,Women,799,5,"A pair of orange open-toed flats, has regular styling, backstrap detailSynthetic Suede upperCushioned footbedTextured and patterned outsole", Orange,Kraft Cellar Women Orange Solid Synthetic Suede Open Toe Flats
10177987,HERE&NOW Women Navy Blue Solid Jacket,HERE&NOW,Women,1349,7,"Navy Blue solid jacket, has a lapel collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester",Blue,HERE&NOW Women Navy Blue Solid Jacket
10178019,HERE&NOW Women Orange Ribbed Front Open Sweater,HERE&NOW,Women,899,5,"Orange ribbed sweater, has an open front, long sleeves, and asymmetric hem", Orange,HERE&NOW Women Orange Ribbed Front Open Sweater
10186797,AURELIA Women Blue Printed Kurta with Palazzos & Dupatta,AURELIA,Women,3299,7,"Blue printed kurta with palazzos and dupattaBlue and silver printed straight calf length kurta, has a round neck, three-quarter sleeves, side slitsBlue printed palazzos, has partially elasticated waistbandBlue solid dupatta, has taping border",Blue,AURELIA Women Blue Printed Kurta with Palazzos & Dupatta
10186161,Lavie Brown Textured Handheld Bag,Lavie,Women,1259,6,"Brown textured handheld bag, has a zip closure1 main compartment, 1 external and 2 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap", Red,Lavie Brown Textured Handheld Bag
10187593,WROGN Men Navy Blue & Red Slim Fit Checked Casual Shirt,WROGN,Men,1999,5,"Navy Blue and Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,WROGN Men Navy Blue & Red Slim Fit Checked Casual Shirt
10182185,SOLES Women Blue Embellished T-Strap Flats,SOLES,Women,986,5,"A pair of blue open-toed flats, has regular styling, slip-on detail, embellished detailingSynthetic upperCushioned footbedTextured and patterned outsole",Blue,SOLES Women Blue Embellished T-Strap Flats
10188467,WROGN Men Cream & Navy Blue Striped Slim Fit Henley Neck T-shirt,WROGN,Men,599,5,"Cream & navy blue striped T-shirt, has a Henley neck, short sleeves",Blue,WROGN Men Cream & Navy Blue Striped Slim Fit Henley Neck T-shirt
10186803,AURELIA Women Teal Blue & Golden Printed Top with Palazzos,AURELIA,Women,1599,7,"This clothing set consists of top, culottes and jacketTeal blue and golden printed top, has a round neck, sleeveless, concealed zip closureTeal blue solid culottes, has a slip-on closureComes with a teal blue and golden printed ethnic jacket with embellished detail, button closure",Blue,AURELIA Women Teal Blue & Golden Printed Top with Palazzos
10182267,MBOSS Unisex Black Solid Laptop Bag,MBOSS,Unisex,1140,6,"Black solid laptop bagTwo Handles1 main compartment, has padded laptop sleeve1 external pocketTablet Sleeve: NoWarranty: 1 yearWarranty provided by brand/manufacturer", Black,MBOSS Unisex Black Solid Laptop Bag
10176857,Ecko Unltd Men Olive Green Slim Fit Printed Casual Shirt,Ecko Unltd,Men,699,5,"Olive green printed casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 2 flap pockets", Green,Ecko Unltd Men Olive Green Slim Fit Printed Casual Shirt
10187881,WROGN Men Mustard Yellow Slim Fit Solid Hooded Sweatshirt,WROGN,Men,1999,5,"Mustard yellow solid sweatshirt, has a hood, one pocket, has applique detailing, long sleeves, straight hem", Yellow,WROGN Men Mustard Yellow Slim Fit Solid Hooded Sweatshirt
10182339,Style Quotient Women Peach-Coloured & Black Polka Dot Top,Style Quotient,Women,591,5,"Peach-coloured and black printed woven regular top, has a layered boat neck, and three-quarter sleeves with tie-up detail", Red,Style Quotient Women Peach-Coloured & Black Polka Dot Top
10177961,HERE&NOW Women Beige & Black Reversible Solid Jacket,HERE&NOW,Women,4999,5,"Beige and Black solid jacket, has a hooded, 4 pockets, zip closure, long sleeves, straight hemBeige solid jacket, has a hooded, 4 pockets, zip closure, long sleeves, straight hem, and polyesterOff-white and Black animal print jacket, has a hooded, 4 pockets, zip closure, long sleeves, straight hem, and polyesterThe jacket comes with a detachable hood", Black,HERE&NOW Women Beige & Black Reversible Solid Jacket
10180645,Jack & Jones Men Maroon Solid Denim Jacket,Jack & Jones,Men,3499,5,"Maroon solid denim jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem", Maroon,Jack & Jones Men Maroon Solid Denim Jacket
10178017,HERE&NOW Women Mustard Yellow Solid Puffer Jacket,HERE&NOW,Women,1439,7,"Mustard yellow solid jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester", Yellow,HERE&NOW Women Mustard Yellow Solid Puffer Jacket
10181823,Puma Unisex Black Brand Logo Backpack,Puma,Unisex,809,8,Black backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoWarranty: 1 yearWarranty provided by brand/manufacturer, Black,Puma Unisex Black Brand Logo Backpack
10185917,AURELIA Women Red Ribbed Front-Open Sweater,AURELIA,Women,679,5,"Red solid open-front sweater, has a spread collar, sleeveless, and ribbed hem", Red,AURELIA Women Red Ribbed Front-Open Sweater
10184189,Harvard Men Brown Solid Thong Flip-Flops,Harvard,Men,999,5,A pair of brown solid flip flopsSynthetic upper materialCushioned footbedPatterned rubber outsoleWarranty: 15 daysWarranty provided by brand/manufacturer, Brown,Harvard Men Brown Solid Thong Flip-Flops
10185205,AURELIA Women Off-White & Red Printed Straight Kurta,AURELIA,Women,399,5,"Off-White, red and blue printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits, hook closures", Red,AURELIA Women Off-White & Red Printed Straight Kurta
10187761,WROGN Men Navy Blue Solid Sweater,WROGN,Men,1299,5,"Navy Blue solid sweater, has a round neck, long sleeves, and ribbed hem",Blue,WROGN Men Navy Blue Solid Sweater
10181391,Shoetopia Women Gold-Toned Solid Heels,Shoetopia,Women,599,5,"A pair of gold-toned open toe sandals, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel", Gold,Shoetopia Women Gold-Toned Solid Heels
10185673,HERE&NOW Men Coral Pink & White Striped Hooded Sweatshirt,HERE&NOW,Men,1999,5,"Coral pink and white striped sweatshirt has a hood, long sleeves and straight hem", White,HERE&NOW Men Coral Pink & White Striped Hooded Sweatshirt
